candidate_id,predicted_fit_score,name,headline,current_role,market_demand_score,days_since_active,technical_credibility_score,trust_score,semantic_score
CAND_0070453,38.06577053931958,Ishaan Agarwal,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.5054,86,0.2094,0.859,0.5304491
CAND_0076163,38.06491275956112,Nikhil Mittal,NLP Engineer | Applied ML | Building intelligent products,NLP Engineer,0.7752,36,0.8006,1.0,0.5507488
CAND_0064904,38.06259346151035,Karan Trivedi,"AI Engineer | ML, NLP, Recommendation Systems",AI Engineer,0.976,90,0.7162,0.796,0.5605424
CAND_0024990,38.061852522801,Aarav Mehta,Junior ML Engineer | Building ML-powered solutions,Junior ML Engineer,0.6376,23,0.6778,0.965,0.526618
CAND_0004886,38.0606062680044,Aditya Joshi,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.484,149,0.2696,0.826,0.54941005
CAND_0033627,38.053066194320074,Priya Bansal,QA Engineer | Full-stack development,QA Engineer,0.4284,142,0.026,0.799,0.5652511
CAND_0030556,38.041824472427656,Pari Vora,Software Engineer | 7.8+ yrs in data engineering,Software Engineer,0.9312,90,0.2527,1.0,0.5475012
CAND_0020963,38.03885718105942,Saanvi Verma,QA Engineer | Cloud & DevOps,QA Engineer,0.5122,69,0.2404,0.81,0.49908188
CAND_0001819,38.03191691403015,Ritu Hegde,ML Engineer | 4.4 yrs in analytics & ML,ML Engineer,0.7576,52,0.7243,0.751,0.5534476
CAND_0004131,38.030394641402275,Vivaan Bose,Junior ML Engineer | Data Science & ML enthusiast,Junior ML Engineer,0.755,98,0.6822,0.618,0.5565696
CAND_0044428,38.028626558044884,Arnav Bose,Data Scientist | Building ML-powered solutions,Data Scientist,0.6904,55,0.4598,0.758,0.5220987
CAND_0046525,38.01619739738345,Tanvi Mukherjee,Senior Machine Learning Engineer | Building AI-native search & ranking systems,Senior Machine Learning Engineer,1.0,23,0.685,0.778,0.5805388
CAND_0086012,38.0131130478839,Ananya Vora,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.828,47,0.3912,0.838,0.5584128
CAND_0087204,38.007946997115305,Aadhya Hegde,QA Engineer | Full-stack development,QA Engineer,0.566,154,0.2172,0.874,0.54897696
CAND_0059304,38.004763992159404,Vivaan Mishra,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.4132,115,0.2836,0.739,0.5230949
CAND_0071821,38.004190625983085,Amit Naidu,Computer Vision Engineer | 6.8 yrs in analytics & ML,Computer Vision Engineer,0.4062,54,0.2,1.0,0.5471507
CAND_0081307,38.00152265794612,Tanya Pillai,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.5152,138,0.2946,0.854,0.54581106
CAND_0000665,37.994064448164984,Pari Bhatia,Senior Software Engineer | 6.2+ yrs in data engineering,Senior Software Engineer,0.4728,75,0.5584,0.95,0.53630716
CAND_0071412,37.992637530597264,Ela Iyer,Data Analyst | 7.6+ yrs in data engineering,Data Analyst,0.6656,110,0.365,0.756,0.5432012
CAND_0099818,37.99122996852609,Meera Rao,DevOps Engineer | Full-stack development,DevOps Engineer,0.5338,102,0.3116,0.801,0.53388906
CAND_0077609,37.98366462448331,Sai Mishra,Mobile Developer | Full-stack development,Mobile Developer,0.4884,84,0.07,0.971,0.5527372
CAND_0086998,37.9812441349132,Sunil Shah,Software Engineer | Backend systems & APIs,Software Engineer,0.3624,30,0.302,0.958,0.5587199
CAND_0085992,37.97547525555692,Sneha Hegde,Analytics Engineer | 4.5+ yrs in data engineering,Analytics Engineer,0.3208,139,0.4484,1.0,0.54934996
CAND_0073007,37.974508602985196,Ayaan Saxena,AI Specialist | 5.8 yrs in analytics & ML,AI Specialist,0.8472,39,0.5011,0.905,0.58317345
CAND_0058407,37.973929906306424,Myra Desai,Senior Software Engineer | 6.7+ yrs in data engineering,Senior Software Engineer,0.6936,59,0.427,0.757,0.57137406
CAND_0048626,37.968889489713796,Arnav Shetty,Analytics Engineer | 6.7+ yrs in data engineering,Analytics Engineer,0.3676,88,0.4356,0.787,0.5220617
CAND_0060315,37.964871762989354,Naina Sharma,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),1.0,102,0.3844,0.862,0.5741837
CAND_0044804,37.96280633602719,Mira Dutta,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.752,44,0.353,0.823,0.53387064
CAND_0073982,37.95825106593191,Divya Chowdary,Data Scientist | 7.0 yrs in analytics & ML,Data Scientist,0.526,30,0.5012,0.854,0.4849714
CAND_0008677,37.95779699552373,Aryan Chopra,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.7206,55,0.2148,0.786,0.55880857
CAND_0043860,37.95283441555486,Pranav Sharma,Junior ML Engineer | 6.1 yrs in analytics & ML,Junior ML Engineer,0.9688,20,0.4831,1.0,0.5743684
CAND_0042543,37.947792121802564,Anika Rao,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.3426,150,0.3392,0.928,0.5234997
CAND_0064020,37.94729933324213,Ela Chowdary,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.952,20,0.4144,0.891,0.5820046
CAND_0045299,37.9455632883062,Ayaan Pillai,Mobile Developer | Cloud & DevOps,Mobile Developer,0.5124,28,0.3336,0.921,0.51104933
CAND_0043125,37.94094067789907,Tanya Sen,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.5696,84,0.466,0.859,0.53656596
CAND_0086670,37.94094067789907,Kavya Tiwari,QA Engineer | Cloud & DevOps,QA Engineer,0.5212,37,0.302,0.877,0.53128064
CAND_0037424,37.93849222659231,Atharv Sen,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.86,107,0.4026,0.646,0.55101955
CAND_0033143,37.93037763219607,Pranav Nair,Senior Software Engineer | 4.6+ yrs in data engineering,Senior Software Engineer,0.4912,50,0.4152,0.901,0.52458715
CAND_0017967,37.92536587156876,Vihaan Rao,Software Engineer | 7.0+ yrs in data engineering,Software Engineer,0.498,114,0.3363,0.786,0.53535074
CAND_0080129,37.91298277487469,Anjali Pillai,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.3472,125,0.2844,0.783,0.49770117
CAND_0040099,37.912202175113485,Ela Chowdary,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.638,43,0.2882,1.0,0.48814997
CAND_0068964,37.91127868907831,Avni Malhotra,ML Engineer | 4.8 yrs in analytics & ML,ML Engineer,0.8344,36,0.2,0.947,0.4961345
CAND_0043668,37.91089381495091,Ayaan Pillai,QA Engineer | Full-stack development,QA Engineer,0.5168,32,0.4016,0.863,0.5331711
CAND_0000302,37.90830023438655,Shreya Shah,Frontend Engineer | Backend systems & APIs,Frontend Engineer,0.4834,173,0.31,0.846,0.543766
CAND_0037726,37.90354165093786,Manish Menon,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.5032,46,0.3876,0.831,0.5280084
CAND_0028329,37.89992600578471,Kavya Trivedi,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.6702,105,0.222,0.73,0.5518683
CAND_0014456,37.899298995200056,Kiara Gupta,Software Engineer | 3.4+ yrs in data engineering,Software Engineer,0.5828,37,0.2756,0.774,0.5527408
CAND_0007412,37.898982664095115,Pranav Shah,"Applied ML Engineer | ML, NLP, Recommendation Systems",Applied ML Engineer,1.0,57,0.3858,0.963,0.57173485
CAND_0027801,37.898982664095115,Anil Mittal,"NLP Engineer | ML, NLP, Recommendation Systems",NLP Engineer,1.0,64,0.7224,0.915,0.559662
CAND_0032831,37.88678458352929,Dev Patel,Senior Data Engineer | 8.0+ yrs in data engineering,Senior Data Engineer,0.7136,128,0.5752,0.853,0.5748352
CAND_0072362,37.88007599226561,Ved Shah,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.7542,51,0.4276,0.859,0.51510453
CAND_0074128,37.877248104446025,Om Dalal,Data Analyst | Data pipelines & analytics,Data Analyst,0.5444,97,0.4743,0.977,0.51251936
CAND_0019333,37.87395290951884,Riya Mukherjee,.NET Developer | Backend systems & APIs,.NET Developer,0.7668,64,0.3088,0.77,0.5230901
CAND_0042426,37.86743029280266,Tanvi Iyer,DevOps Engineer | Backend systems & APIs,DevOps Engineer,0.5388,148,0.2488,0.762,0.557672
CAND_0057736,37.86213471849468,Deepak Dutta,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,0.792,23,0.2,1.0,0.5172847
CAND_0046459,37.86071038406399,Rohan Patel,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.835,67,0.2904,0.856,0.5597841
CAND_0009307,37.85683059482587,Shreya Singh,Data Engineer | Data pipelines & analytics,Data Engineer,0.6544,35,0.572,0.765,0.5160428
CAND_0000943,37.84496080329753,Aadhya Mehta,Cloud Engineer | Full-stack development,Cloud Engineer,0.4012,77,0.3768,0.594,0.57113564
CAND_0051820,37.84395015807243,Saanvi Khanna,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.442,72,0.2988,0.87,0.58366007
CAND_0022838,37.84331935006083,Ritu Chopra,Analytics Engineer | 3.3+ yrs in data engineering,Analytics Engineer,0.6596,111,0.2659,0.744,0.54687965
CAND_0026913,37.83073440866376,Tanya Pillai,AI Specialist | Data Science & ML enthusiast,AI Specialist,0.817,112,0.4571,0.902,0.5468446
CAND_0098286,37.83073307677834,Mira Goyal,DevOps Engineer | Full-stack development,DevOps Engineer,0.4516,117,0.3196,0.974,0.5554777
CAND_0050748,37.82948077913354,Aisha Shah,Java Developer | Full-stack development,Java Developer,0.7552,35,0.4508,0.919,0.5780598
CAND_0011319,37.82603388114176,Divya Rao,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.7518,119,0.3064,0.939,0.47887117
CAND_0096942,37.81911218531109,Aryan Ghosh,Frontend Engineer | Full-stack development,Frontend Engineer,0.3676,26,0.072,0.788,0.5548426
CAND_0015528,37.81455719424326,Aisha Reddy,Applied ML Engineer | Applied ML | Building intelligent products,Applied ML Engineer,0.745,60,0.5391,0.865,0.5624132
CAND_0048930,37.81188169794619,Riya Malhotra,Senior Software Engineer | 4.5+ yrs in data engineering,Senior Software Engineer,0.6248,113,0.4246,0.654,0.5645927
CAND_0051890,37.809659606847546,Jay Dutta,Backend Engineer | Data pipelines & analytics,Backend Engineer,0.7266,61,0.2906,0.792,0.53592885
CAND_0079064,37.808578507519194,Sai Saxena,"Senior Data Scientist | ML, NLP, Recommendation Systems",Senior Data Scientist,0.9088,63,0.5362,0.924,0.58331
CAND_0071981,37.799847693723265,Siya Malhotra,Data Engineer | Data pipelines & analytics,Data Engineer,0.51,34,0.5162,0.892,0.554713
CAND_0052744,37.77883971564229,Naina Chowdary,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),1.0,23,0.516,0.91,0.52887625
CAND_0049668,37.765025293067836,Krishna Agarwal,Data Analyst | 6.7+ yrs in data engineering,Data Analyst,0.7504,47,0.5781,0.849,0.5369309
CAND_0027016,37.764178618544506,Karan Gupta,.NET Developer | Full-stack development,.NET Developer,0.4784,148,0.3296,0.98,0.46777272
CAND_0000600,37.75154126466579,Shreya Singh,Software Engineer | Cloud & DevOps,Software Engineer,0.5868,126,0.1784,0.974,0.5689943
CAND_0025883,37.74613901895565,Saanvi Bhatia,Java Developer | Full-stack development,Java Developer,0.604,52,0.056,0.77,0.5726626
CAND_0076251,37.742906813961966,Atharv Pandey,"Search Engineer | Search, Ranking & Retrieval",Search Engineer,0.5436,61,0.4706,0.905,0.5468426
CAND_0088378,37.73724205575727,Kabir Chatterjee,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.754,109,0.5723,0.702,0.585382
CAND_0055626,37.73551678894363,Saanvi Chatterjee,Java Developer | Cloud & DevOps,Java Developer,0.4026,83,0.4936,0.823,0.52612394
CAND_0028228,37.73398359676593,Priya Mittal,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.5432,38,0.5498,0.923,0.5620389
CAND_0033962,37.72984257190603,Priya Mittal,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.6848,118,0.4462,0.768,0.5462972
CAND_0042881,37.72952651253688,Vihaan Trivedi,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.41,112,0.2594,0.875,0.5406458
CAND_0004277,37.729482058604226,Priya Verma,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.358,23,0.232,0.917,0.48346964
CAND_0009477,37.72361119536038,Naina Mehta,Mobile Developer | Full-stack development,Mobile Developer,0.6408,191,0.3372,0.919,0.602368
CAND_0074735,37.72058058447417,Ananya Arora,"Applied ML Engineer | ML, NLP, Recommendation Systems",Applied ML Engineer,0.8648,79,0.822,1.0,0.5858677
CAND_0066035,37.714821494460054,Vikram Reddy,Data Scientist | Building ML-powered solutions,Data Scientist,0.7446,23,0.4488,0.868,0.5555084
CAND_0039499,37.712562609391284,Shreya Ghosh,Java Developer | Cloud & DevOps,Java Developer,0.3698,188,0.3384,0.64,0.5468055
CAND_0054409,37.70561721340853,Ved Naidu,Data Engineer | Data pipelines & analytics,Data Engineer,0.3896,32,0.4892,0.967,0.5307894
CAND_0071985,37.70447749309226,Ela Bose,DevOps Engineer | Backend systems & APIs,DevOps Engineer,0.375,126,0.2656,0.603,0.49778503
CAND_0031116,37.703756028375224,Dhruv Mishra,Software Engineer | Cloud & DevOps,Software Engineer,0.4184,153,0.2152,0.905,0.55155647
CAND_0037939,37.69982645148523,Aarohi Iyengar,QA Engineer | Cloud & DevOps,QA Engineer,0.4856,114,0.4892,0.766,0.5338099
CAND_0085682,37.697281542665465,Ishaan Saxena,.NET Developer | Backend systems & APIs,.NET Developer,0.5106,133,0.5414,0.737,0.53554565
CAND_0032823,37.69712283409929,Aryan Saxena,Business Analyst | Generative AI explorer,Business Analyst,0.2994,170,0.022,0.814,0.6164053
CAND_0089836,37.69519764176256,Vivaan Pillai,.NET Developer | Backend systems & APIs,.NET Developer,0.4914,128,0.1892,0.853,0.5024806
CAND_0042669,37.687641484135874,Nisha Mehta,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.393,111,0.3096,0.93,0.54996765
CAND_0034316,37.68684049775868,Advik Goyal,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.7416,61,0.3968,0.847,0.53753585
CAND_0015101,37.686169186405195,Neha Rao,Mobile Developer | Full-stack development,Mobile Developer,0.6408,23,0.4304,0.83,0.5201809
CAND_0029614,37.679286190687826,Tanvi Reddy,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.3738,111,0.7206,0.965,0.56002426
CAND_0005421,37.67900567542414,Divya Trivedi,Junior ML Engineer | 3.9 yrs in analytics & ML,Junior ML Engineer,0.6372,68,0.3417,0.985,0.55332017
CAND_0073204,37.67900567542414,Naina Agarwal,Senior Software Engineer (ML) | 3.4 yrs in analytics & ML,Senior Software Engineer (ML),0.7762,24,0.4056,1.0,0.54930127
CAND_0079703,37.67869516025878,Vihaan Nair,Data Analyst | 7.5+ yrs in data engineering,Data Analyst,0.8198,97,0.2456,0.76,0.5402292
CAND_0093154,37.67134060810822,Aisha Chatterjee,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.5472,32,0.2775,0.822,0.558801
CAND_0010025,37.66562297676709,Siya Kapoor,Senior Software Engineer | Data pipelines & analytics,Senior Software Engineer,0.7862,90,0.2256,0.759,0.5641336
CAND_0099461,37.656983844528426,Ayaan Kumar,Software Engineer | Data pipelines & analytics,Software Engineer,0.4246,51,0.5934,0.905,0.57488483
CAND_0092757,37.6540129412397,Siya Ghosh,Java Developer | Cloud & DevOps,Java Developer,0.5964,193,0.414,0.751,0.56312394
CAND_0065535,37.65019754474544,Ela Ghosh,Data Analyst | 7.2+ yrs in data engineering,Data Analyst,0.7032,111,0.38,1.0,0.5276053
CAND_0085525,37.6413964287572,Krishna Sharma,Software Engineer | 5.3+ yrs in data engineering,Software Engineer,0.5868,92,0.3947,0.808,0.5542481
CAND_0002839,37.63509294358482,Neha Kumar,Accountant | Exploring AI & GenAI applications,Accountant,0.353,223,0.038,0.781,0.58913445
CAND_0072670,37.63284207685012,Myra Subramanian,ML Engineer | Building ML-powered solutions,ML Engineer,1.0,21,0.3988,0.902,0.503006
CAND_0064458,37.630209990147556,Dhruv Chowdary,AI Specialist | 3.2 yrs in analytics & ML,AI Specialist,0.431,89,0.6271,0.93,0.52389324
CAND_0019585,37.630209990147556,Atharv Malhotra,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.8564,66,0.6476,0.924,0.5238435
CAND_0076284,37.6281649063037,Nikhil Shetty,Data Engineer | Data pipelines & analytics,Data Engineer,0.9522,132,0.6184,0.821,0.51171464
CAND_0066308,37.62427386000247,Kavya Desai,DevOps Engineer | Backend systems & APIs,DevOps Engineer,0.3604,98,0.282,0.772,0.5502094
CAND_0011924,37.60967636094768,Neha Saxena,Senior Data Engineer | 6.1+ yrs in data engineering,Senior Data Engineer,0.8536,134,0.387,0.588,0.5536808
CAND_0067775,37.5960007412961,Vihaan Malhotra,Software Engineer | Full-stack development,Software Engineer,0.3984,110,0.215,0.491,0.5470212
CAND_0074339,37.58740636350476,Rajesh Banerjee,ML Engineer | Building ML-powered solutions,ML Engineer,0.76,92,0.4994,0.83,0.5332295
CAND_0086414,37.58267658934489,Pranav Pillai,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.5518,126,0.17,0.888,0.5010282
CAND_0082382,37.579676309339284,Reyansh Iyengar,Data Engineer | Data pipelines & analytics,Data Engineer,0.5538,68,0.7075,0.845,0.5343404
CAND_0079614,37.57950756684613,Riya Kapoor,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.3792,111,0.2668,0.828,0.5014868
CAND_0023184,37.57847183748798,Arjun Singh,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.3862,52,0.4734,0.82,0.55797327
CAND_0076035,37.57818248024934,Neha Goyal,AI Specialist | Data Science & ML enthusiast,AI Specialist,1.0,87,0.3935,0.791,0.5409227
CAND_0029135,37.57047002734889,Yash Bose,AI Specialist | 5.8 yrs in analytics & ML,AI Specialist,0.5612,117,0.2959,0.817,0.53382504
CAND_0074465,37.569451912207946,Ela Chopra,Software Engineer | Cloud & DevOps,Software Engineer,0.5526,188,0.2568,0.789,0.5695647
CAND_0006091,37.56574716273571,Nikhil Nair,Java Developer | Backend systems & APIs,Java Developer,0.4918,47,0.032,0.77,0.55123186
CAND_0092182,37.55938597490342,Dev Mukherjee,Project Manager | AI enthusiast | Building with LLMs,Project Manager,0.4224,53,0.2064,0.86,0.59411585
CAND_0059142,37.54810929298678,Divya Verma,Senior Software Engineer | 2.8+ yrs in data engineering,Senior Software Engineer,0.7624,125,0.3775,0.729,0.564428
CAND_0035350,37.54579108403439,Rajesh Kumar,Data Analyst | Data pipelines & analytics,Data Analyst,0.553,77,0.4464,0.948,0.5221629
CAND_0020681,37.535311695721326,Nikhil Naidu,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.5222,158,0.396,0.939,0.538229
CAND_0046711,37.534338282211394,Kabir Shetty,DevOps Engineer | Full-stack development,DevOps Engineer,0.4788,113,0.3172,0.65,0.557832
CAND_0055088,37.528934399217825,Kiara Banerjee,Software Engineer | Data pipelines & analytics,Software Engineer,0.4626,135,0.425,1.0,0.543754
CAND_0079284,37.523283363950675,Ishaan Dutta,Machine Learning Engineer | Applied ML | Building intelligent products,Machine Learning Engineer,0.662,65,0.4832,1.0,0.5282278
CAND_0047095,37.52119675466953,Jay Mukherjee,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.7612,38,0.4075,0.813,0.566514
CAND_0063549,37.517464655551244,Diya Verma,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.4382,109,0.1252,0.952,0.5728109
CAND_0032680,37.51739005774248,Saanvi Mishra,DevOps Engineer | Backend systems & APIs,DevOps Engineer,0.492,147,0.2068,0.785,0.5870868
CAND_0094619,37.51564324613306,Sai Malhotra,Accountant | Generative AI explorer,Accountant,0.3962,141,0.012,0.801,0.6146492
CAND_0059604,37.514876777064956,Avni Subramanian,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.7702,90,0.4465,0.91,0.5235288
CAND_0085985,37.502546697223636,Reyansh Sethi,Full Stack Developer | Full-stack development,Full Stack Developer,0.3766,175,0.1496,0.826,0.5644119
CAND_0015097,37.4972169513711,Om Trivedi,Senior Software Engineer (ML) | 6.0 yrs in analytics & ML,Senior Software Engineer (ML),0.706,41,0.4422,0.761,0.5401499
CAND_0023821,37.49366227459401,Rohan Agarwal,Sales Executive | AI enthusiast | Building with LLMs,Sales Executive,0.384,86,0.02,0.671,0.57224053
CAND_0092568,37.47222086823948,Yash Bhatia,AI Specialist | Building ML-powered solutions,AI Specialist,0.4496,87,0.3524,0.827,0.51722413
CAND_0002876,37.46449604035893,Rahul Chowdary,Software Engineer | Data pipelines & analytics,Software Engineer,0.828,140,0.4128,0.852,0.52958345
CAND_0074317,37.463112602957374,Deepak Sharma,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.8344,68,0.583,0.859,0.53587806
CAND_0019389,37.46161348234674,Dhruv Reddy,Content Writer | AI enthusiast | Building with LLMs,Content Writer,0.3486,159,0.2764,0.8,0.52027375
CAND_0063441,37.44644712374241,Dev Singh,Mobile Developer | Full-stack development,Mobile Developer,0.4494,47,0.2088,0.778,0.52170366
CAND_0009953,37.43997214805972,Deepak Vora,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.4306,54,0.4693,0.872,0.4833415
CAND_0039501,37.4369593943327,Anjali Chowdary,Mobile Developer | Full-stack development,Mobile Developer,0.4726,82,0.4272,0.984,0.53496546
CAND_0043629,37.43574876745033,Nisha Bose,Data Engineer | 3.4+ yrs in data engineering,Data Engineer,0.5616,66,0.2872,0.773,0.57674026
CAND_0015543,37.42734640126435,Reyansh Pillai,ML Engineer | Building ML-powered solutions,ML Engineer,0.7152,23,0.397,1.0,0.53889126
CAND_0085050,37.421513836568955,Advik Kapoor,Backend Engineer | 4.7+ yrs in data engineering,Backend Engineer,0.8116,143,0.2712,0.875,0.5448398
CAND_0078499,37.41985423625507,Sanjay Rao,Backend Engineer | Data pipelines & analytics,Backend Engineer,0.634,71,0.4577,0.801,0.5040803
CAND_0050504,37.41908055289633,Rajesh Ghosh,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.878,72,0.5917,0.753,0.55437875
CAND_0072218,37.41780075922581,Kavya Gupta,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.79,59,0.2,0.819,0.51491255
CAND_0006561,37.41001753686182,Manish Menon,.NET Developer | Full-stack development,.NET Developer,0.44,104,0.3444,0.624,0.54801905
CAND_0044043,37.409518150217316,Ayaan Krishnan,Cloud Engineer | Full-stack development,Cloud Engineer,0.4942,81,0.42,0.782,0.55921113
CAND_0011976,37.40718965953999,Advaith Mukherjee,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.5266,46,0.3336,0.843,0.52849805
CAND_0064366,37.407127068489686,Aditya Verma,Java Developer | Backend systems & APIs,Java Developer,0.3926,125,0.4226,1.0,0.5471424
CAND_0070162,37.40324092631329,Riya Arora,Backend Engineer | Data pipelines & analytics,Backend Engineer,0.4006,65,0.4397,0.723,0.53220683
CAND_0084032,37.40266460966337,Nikhil Ghosh,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.4112,37,0.6156,0.873,0.51368934
CAND_0088751,37.39668397369629,Aryan Iyengar,QA Engineer | Cloud & DevOps,QA Engineer,0.4528,46,0.3178,0.972,0.54469734
CAND_0086788,37.388774179333545,Pooja Menon,Backend Engineer | 2.5+ yrs in data engineering,Backend Engineer,0.3808,97,0.2768,0.645,0.5235953
CAND_0032578,37.38426056107108,Suresh Mittal,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.6922,120,0.1412,1.0,0.55311716
CAND_0025574,37.383540676352254,Aditya Goyal,Data Engineer | 2.3+ yrs in data engineering,Data Engineer,0.4338,105,0.4808,0.923,0.5238782
CAND_0086036,37.3770058221556,Aditya Chopra,Operations Manager | Generative AI explorer,Operations Manager,0.3168,135,0.2788,0.898,0.6215023
CAND_0008980,37.369649942718375,Naina Singh,Data Analyst | 4.3+ yrs in data engineering,Data Analyst,0.508,57,0.6226,0.883,0.51178706
CAND_0025512,37.366602429719606,Anika Reddy,Project Manager | AI enthusiast | Building with LLMs,Project Manager,0.3702,61,0.01,0.761,0.62274426
CAND_0008077,37.364802284105075,Tanya Agarwal,Frontend Engineer | Cloud & DevOps,Frontend Engineer,0.3924,75,0.401,0.762,0.51998645
CAND_0070449,37.36354714092709,Dev Menon,Senior Software Engineer | 5.5+ yrs in data engineering,Senior Software Engineer,0.8442,26,0.4432,0.757,0.5487946
CAND_0061655,37.36309779808689,Mira Banerjee,"Machine Learning Engineer | ML, NLP, Recommendation Systems",Machine Learning Engineer,0.985,25,0.34,1.0,0.55070305
CAND_0086022,37.359535075035005,Dhruv Naidu,"Senior Applied Scientist | LLMs, RAG, Vector Search | ex-Top Tech",Senior Applied Scientist,0.904,61,0.7061,0.951,0.56175375
CAND_0036437,37.359535075035005,Arjun Joshi,"Search Engineer | Search, Ranking & Retrieval",Search Engineer,0.925,32,0.4884,1.0,0.5492343
CAND_0037566,37.359535075035005,Ritu Nair,"Machine Learning Engineer | Search, Ranking & Retrieval",Machine Learning Engineer,1.0,56,0.8232,1.0,0.56730735
CAND_0069078,37.355580857428826,Om Rao,Data Engineer | Data pipelines & analytics,Data Engineer,0.6326,33,0.4002,0.942,0.49873978
CAND_0080768,37.350548328840986,Aryan Shetty,Senior Software Engineer | 4.7+ yrs in data engineering,Senior Software Engineer,0.6552,21,0.6404,0.961,0.55563134
CAND_0022869,37.34749950137471,Krishna Sethi,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.4398,30,0.261,0.796,0.49626774
CAND_0068351,37.344998950497725,Aadhya Iyer,Senior Engineer | Search & Discovery Infrastructure,Lead AI Engineer,1.0,65,0.2,1.0,0.6050887
CAND_0074538,37.3361395258047,Neha Sharma,Senior Software Engineer | 2.3+ yrs in data engineering,Senior Software Engineer,0.4042,99,0.3148,0.946,0.56122303
CAND_0030815,37.329009108064625,Deepak Singh,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.7888,70,0.3975,0.847,0.47051686
CAND_0031323,37.328521006925264,Atharv Agarwal,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.4648,166,0.2112,0.811,0.4722884
CAND_0028094,37.32742351735026,Zara Bansal,.NET Developer | Cloud & DevOps,.NET Developer,0.5096,173,0.542,0.816,0.51384467
CAND_0045166,37.32562760364724,Arjun Dalal,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.6544,121,0.426,0.721,0.55575377
CAND_0005883,37.318902834593636,Ayaan Sen,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,0.82,68,0.5694,1.0,0.527758
CAND_0068464,37.31282965117902,Avni Chatterjee,.NET Developer | Cloud & DevOps,.NET Developer,0.374,50,0.2016,0.764,0.54240906
CAND_0058956,37.30954559598451,Ishaan Mishra,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.5442,135,0.31,0.788,0.5811834
CAND_0014773,37.30752479706157,Ishaan Sen,Backend Engineer | Data pipelines & analytics,Backend Engineer,0.8524,46,0.5853,0.911,0.52139425
CAND_0048379,37.30083465856738,Tanya Banerjee,Backend Engineer | 6.5+ yrs in data engineering,Backend Engineer,0.7692,42,0.5132,0.921,0.5362081
CAND_0016301,37.29888094465091,Advaith Chowdary,.NET Developer | Full-stack development,.NET Developer,0.391,58,0.2716,0.921,0.53656864
